age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
43,management,married,secondary,yes,16,no,no,cellular,2,feb,154,2,-1,0,
48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,115,2,187,2,failure
45,admin.,married,secondary,yes,1,no,no,telephone,2,feb,1028,2,207,1,other
40,blue-collar,married,secondary,yes,231,yes,no,cellular,2,feb,69,3,-1,0,
55,admin.,single,secondary,yes,986,no,yes,cellular,2,feb,12,3,-1,0,
43,blue-collar,married,secondary,yes,128,yes,no,cellular,3,feb,71,1,-1,0,
33,blue-collar,married,secondary,yes,-266,yes,yes,cellular,3,feb,16,7,-1,0,
42,services,single,secondary,yes,58,no,no,cellular,3,feb,428,1,-1,0,
36,blue-collar,married,secondary,yes,13,no,yes,cellular,3,feb,150,4,-1,0,
58,entrepreneur,single,tertiary,yes,6162,no,yes,telephone,3,feb,112,1,-1,0,
45,self-employed,divorced,tertiary,yes,75,yes,yes,cellular,4,feb,236,1,-1,0,
59,management,divorced,tertiary,yes,0,no,no,cellular,4,feb,47,2,-1,0,
46,blue-collar,divorced,primary,yes,-17,no,yes,cellular,4,feb,81,2,-1,0,
42,management,married,tertiary,yes,0,yes,no,cellular,4,feb,358,2,-1,0,
54,retired,divorced,secondary,yes,-200,no,yes,cellular,4,feb,71,1,243,1,failure
32,entrepreneur,single,primary,yes,-849,yes,yes,cellular,4,feb,204,1,-1,0,
37,technician,married,secondary,yes,-143,yes,no,cellular,4,feb,95,1,-1,0,
30,admin.,married,secondary,yes,23,no,yes,cellular,4,feb,149,2,-1,0,
34,management,married,tertiary,yes,-30,yes,no,cellular,4,feb,449,2,-1,0,
42,management,married,secondary,yes,-34,no,no,cellular,5,feb,176,1,-1,0,
30,services,single,primary,yes,81,yes,no,telephone,5,feb,37,1,-1,0,
50,blue-collar,married,secondary,yes,-812,no,yes,cellular,5,feb,8,8,-1,0,
47,self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236,2,-1,0,
39,blue-collar,single,secondary,yes,0,yes,yes,cellular,6,feb,14,8,-1,0,
42,entrepreneur,married,primary,yes,66,yes,yes,cellular,6,feb,139,1,-1,0,
57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,6,feb,89,5,273,2,failure
46,unemployed,divorced,secondary,yes,22,no,no,cellular,6,feb,8,10,-1,0,
35,unemployed,single,primary,yes,-84,no,no,cellular,9,feb,19,11,-1,0,
48,management,married,tertiary,yes,0,no,yes,cellular,9,feb,18,8,-1,0,
44,unemployed,married,primary,yes,-43,yes,no,cellular,9,feb,290,6,-1,0,
34,blue-collar,single,primary,yes,81,no,yes,cellular,9,feb,44,2,-1,0,
31,management,single,secondary,yes,0,no,no,cellular,11,feb,112,4,85,2,failure
34,blue-collar,single,secondary,yes,-60,no,no,cellular,3,apr,84,1,332,1,failure
47,unemployed,divorced,secondary,yes,342,yes,no,cellular,15,apr,177,1,-1,0,
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other
36,management,single,tertiary,yes,-508,yes,no,cellular,17,apr,832,2,-1,0,
36,technician,single,secondary,yes,-487,yes,no,cellular,17,apr,1080,1,-1,0,
33,blue-collar,divorced,,yes,-274,yes,yes,cellular,17,apr,715,2,329,2,failure
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure
34,entrepreneur,married,secondary,yes,-538,yes,no,cellular,20,apr,428,1,-1,0,
44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,
54,housemaid,married,secondary,yes,0,no,no,cellular,30,apr,103,3,-1,0,
32,blue-collar,married,primary,yes,-148,yes,no,cellular,4,may,326,3,357,15,other
35,blue-collar,single,secondary,yes,-947,yes,no,cellular,5,may,148,4,362,3,failure
31,management,divorced,tertiary,yes,10,yes,yes,cellular,5,may,167,1,-1,0,
29,technician,single,secondary,yes,-368,yes,no,cellular,5,may,151,1,-1,0,
54,management,married,primary,yes,0,yes,yes,cellular,6,may,95,1,-1,0,
30,self-employed,married,tertiary,yes,-1083,yes,no,cellular,6,may,401,1,336,2,failure
39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,
25,blue-collar,single,secondary,yes,15,yes,no,telephone,6,may,44,1,-1,0,
33,admin.,divorced,secondary,yes,-18,yes,no,cellular,6,may,244,1,359,3,failure
33,services,married,secondary,yes,2,no,no,cellular,6,may,136,5,-1,0,
50,admin.,divorced,secondary,yes,2405,yes,no,cellular,6,may,114,1,287,8,failure
32,blue-collar,single,secondary,yes,-206,yes,no,cellular,6,may,148,1,-1,0,
31,blue-collar,single,,yes,17,yes,no,cellular,6,may,72,1,-1,0,
27,blue-collar,single,secondary,yes,-233,yes,no,cellular,6,may,728,1,-1,0,
37,blue-collar,single,primary,yes,21,no,no,cellular,6,may,231,2,-1,0,
32,technician,single,secondary,yes,-92,yes,no,cellular,6,may,139,1,363,1,other
33,blue-collar,married,primary,yes,-542,yes,no,cellular,6,may,116,2,-1,0,
37,services,married,primary,yes,-483,yes,yes,cellular,6,may,222,2,168,3,failure
44,technician,married,,yes,-375,yes,yes,telephone,6,may,149,4,-1,0,
32,admin.,married,secondary,yes,-166,yes,no,cellular,6,may,129,3,-1,0,
28,blue-collar,single,secondary,yes,87,yes,no,cellular,7,may,27,1,345,1,failure
35,blue-collar,single,secondary,yes,-177,yes,yes,cellular,7,may,193,1,-1,0,
48,blue-collar,married,secondary,yes,0,yes,yes,cellular,7,may,275,1,-1,0,
30,entrepreneur,married,secondary,yes,-388,yes,no,cellular,7,may,263,1,293,3,failure
59,management,divorced,tertiary,yes,-23,yes,no,telephone,7,may,287,2,-1,0,
37,management,divorced,tertiary,yes,-1,yes,yes,cellular,7,may,101,1,349,1,failure
34,unemployed,divorced,tertiary,yes,530,yes,no,cellular,7,may,57,1,-1,0,
42,blue-collar,divorced,primary,yes,78,yes,no,cellular,7,may,227,2,-1,0,
27,blue-collar,single,secondary,yes,-717,yes,yes,cellular,7,may,202,2,349,1,other
32,management,divorced,tertiary,yes,-277,yes,no,cellular,7,may,196,3,-1,0,
45,admin.,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,288,1,other
27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411,2,-1,0,
44,admin.,married,secondary,yes,-204,yes,no,cellular,8,may,105,1,347,2,failure
53,blue-collar,married,secondary,yes,20,yes,no,cellular,8,may,273,1,-1,0,
35,services,married,secondary,yes,-182,yes,no,cellular,8,may,270,2,-1,0,
43,self-employed,married,tertiary,yes,310,yes,no,cellular,11,may,84,7,-1,0,
56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other
54,entrepreneur,married,secondary,yes,401,yes,no,cellular,11,may,341,1,-1,0,
31,self-employed,married,tertiary,yes,147,yes,no,cellular,11,may,12,5,-1,0,
30,management,divorced,tertiary,yes,-1105,yes,no,cellular,11,may,686,1,-1,0,
51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281,2,266,6,failure
36,blue-collar,divorced,primary,yes,0,yes,no,cellular,11,may,97,2,305,1,failure
42,blue-collar,married,secondary,yes,-204,yes,no,cellular,11,may,34,1,361,7,failure
53,unemployed,married,secondary,yes,-233,yes,no,cellular,11,may,133,3,-1,0,
48,services,single,secondary,yes,-470,yes,no,cellular,11,may,410,2,292,11,failure
46,management,divorced,secondary,yes,2,no,no,cellular,12,may,115,1,-1,0,
39,services,divorced,secondary,yes,-96,yes,yes,telephone,12,may,38,6,-1,0,
42,unemployed,married,primary,yes,-581,yes,no,cellular,13,may,224,1,370,2,failure
28,blue-collar,single,secondary,yes,-2,yes,yes,cellular,13,may,172,2,364,5,failure
28,housemaid,married,secondary,yes,65,yes,yes,cellular,13,may,165,1,300,1,failure
36,blue-collar,single,secondary,yes,-1157,yes,no,cellular,13,may,323,2,-1,0,
45,management,divorced,tertiary,yes,-946,yes,no,cellular,13,may,213,1,-1,0,
45,blue-collar,single,secondary,yes,0,yes,no,cellular,14,may,17,7,287,13,other
26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,-1,0,
32,blue-collar,single,secondary,yes,-575,yes,no,cellular,14,may,24,6,346,9,failure
48,blue-collar,married,primary,yes,-50,yes,no,cellular,14,may,212,6,-1,0,
27,services,single,tertiary,yes,-152,yes,yes,cellular,15,may,14,4,-1,0,
30,technician,single,secondary,yes,28,yes,no,cellular,15,may,778,5,301,1,failure
48,management,married,tertiary,yes,-13,yes,no,cellular,15,may,20,6,291,2,other
39,blue-collar,divorced,secondary,yes,-202,yes,yes,cellular,15,may,157,4,-1,0,
30,admin.,single,secondary,yes,-228,yes,no,cellular,15,may,101,1,371,1,failure
39,entrepreneur,married,tertiary,yes,-172,yes,no,cellular,15,may,562,2,-1,0,
26,services,single,secondary,yes,-162,yes,no,cellular,15,may,44,2,-1,0,
57,retired,married,secondary,yes,32,yes,no,cellular,15,may,476,3,-1,0,
35,management,married,tertiary,yes,-10,yes,no,cellular,15,may,168,2,364,1,other
23,student,married,tertiary,yes,-230,yes,no,cellular,18,may,259,2,-1,0,
24,technician,single,secondary,yes,-1329,yes,no,cellular,18,may,50,1,356,2,other
26,management,single,tertiary,yes,-130,yes,no,cellular,18,may,216,1,-1,0,
32,services,single,secondary,yes,687,yes,no,cellular,18,may,154,1,-1,0,
38,entrepreneur,single,tertiary,yes,-38,yes,no,cellular,18,may,119,4,-1,0,
32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,82,3,363,2,other
24,services,single,secondary,yes,-1414,yes,yes,cellular,18,may,171,2,-1,0,
59,management,divorced,tertiary,yes,0,no,no,cellular,22,may,239,1,-1,0,
58,retired,married,primary,yes,-235,no,yes,telephone,27,may,93,2,-1,0,
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,
71,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335,4,-1,0,
28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure
25,technician,single,tertiary,yes,160,no,yes,,13,jul,151,1,-1,0,
31,services,single,secondary,yes,-248,no,no,,27,jul,5,1,-1,0,
27,student,single,primary,yes,25,no,no,,28,aug,8,1,-1,0,
